Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
CITY ROAD MEDICAL CENTRE,F83064,9334,51.5278953547761,-0.0911157255130946,eConsult,eConsult,eConsult
CHOLMLEY GARDENS SURGERY,F83615,7831,51.5521673274965,-0.195166678012332,eConsult,,eConsult
KEATS GROUP PRACTICE,F83623,13140,51.5549363234631,-0.171890300153133,eConsult,eConsult,eConsult
CLERKENWELL MEDICAL PRACTICE,F83624,16855,51.5248642762837,-0.10884416337637,eConsult,eConsult,eConsult
QUEENS CRESCENT PRACTICE,F83632,6581,51.5496050917125,-0.151882283630628,Accurx,Accurx,Accurx
GRAY'S INN MEDICAL GROUP HAMPSTEAD,F83633,4848,51.5472240329887,-0.174406124466361,eConsult,eConsult,eConsult
KINGS CROSS SURGERY,F83635,7710,51.5300998399589,-0.130844417106863,Evergreen Health,Evergreen Health,Evergreen Health
AMWELL GROUP PRACTICE,F83652,11394,51.528165785135,-0.110595959846015,eConsult,eConsult,eConsult
BELSIZE PRIORY MEDICAL PRACTICE (GROUP),F83658,6443,51.5404033749409,-0.186012482603313,eConsult,eConsult,eConsult
HIGHBURY GRANGE MEDICAL PRACTICE,F83660,8956,51.5552159182104,-0.0961750166065355,eConsult,eConsult,eConsult
THE VILLAGE PRACTICE,F83664,13021,51.5597020422104,-0.110010513837825,Accurx,Accurx,Accurx
SWISS COTTAGE SURGERY,F83665,16773,51.542707745063,-0.172539055090446,Accurx,Accurx,Accurx
ANDOVER MEDICAL CENTRE,F83666,6668,51.5617661209178,-0.116460559439704,Accurx,Accurx,Accurx
THE BEAUMONT PRACTICE,F83671,3185,51.5714440010723,-0.125007447430976,Accurx,Accurx,Accurx
ST PHILIPS MEDICAL CENTRE,F83672,15687,51.5137551937952,-0.115343033009332,eConsult,eConsult,eConsult
THE MEDICAL CENTRE,F83673,6213,51.5508371193346,-0.109555788578346,eConsult,eConsult,eConsult
THE JUNCTION MEDICAL PRACTICE,F83674,8831,51.5571773706034,-0.13657238771476,Accurx,Accurx,Accurx
DR SEGARAJASINGHE,F83678,2107,51.5251913445132,-0.109609068615881,Accurx,Accurx,Accurx
SOBELL MEDICAL CENTRE,F83680,4766,51.5540215593758,-0.113534881268035,eConsult,eConsult,eConsult
PARTNERSHIP PRIMARY CARE CENTRE,F83681,8521,51.5541209140063,-0.122531971694308,eConsult,eConsult,eConsult
SOMERS TOWN MEDICAL CENTRE,F83683,5560,51.5300998399589,-0.130844417106863,Evergreen Health,Evergreen Health,Evergreen Health
STROUD GREEN MEDICAL CENTRE,F83686,10711,51.570387788896,-0.115209544627479,Accurx,Patchs,Patchs
LOWER CLAPTON GENERAL PRACTICE,F84003,15204,51.5534235733884,-0.0516337488079176,Anima,askmyGP,askmyGP
MARKET STREET HEALTH GROUP,F84004,13428,51.5307003821871,0.0578364322990587,Accurx,Accurx,Accurx
SHREWSBURY ROAD SURGERY,F84006,16919,51.5393591376988,0.0435035289242529,Accurx,Accurx,Accurx
BARTON HOUSE GROUP PRACTICE,F84008,12174,51.560461159942,-0.0839227801216386,Klinik,Klinik,Klinik
STRATFORD VILLAGE SURGERY,F84009,14322,51.542181608332,0.0071147368979839,Accurx,HT1,HT1
ASPIRE MEDICAL CENTRE,F84010,10377,51.5325302768502,0.0524543463623111,Accurx,Accurx,Accurx
ALBION HEALTH CENTRE,F84012,9099,51.5200007609682,-0.0572119065609871,Accurx; eConsult,Accurx,Accurx
STAMFORD HILL GROUP PRACTICE,F84013,18432,51.5739758632481,-0.0714929135451153,Accurx,Accurx,Accurx
UPTON LANE MEDICAL CENTRE,F84014,7625,51.5432968340442,0.0264602306423241,Accurx,Accurx,Accurx
KINGSMEAD HEALTHCARE,F84015,5176,51.5515010194819,-0.0344932654920415,eConsult,eConsult,eConsult
THE MISSION PRACTICE,F84016,11502,51.5313732957815,-0.0564826500043168,Accurx,Accurx,Accurx
STAR LANE MEDICAL CENTRE,F84017,20368,51.5198728042652,0.0106742445069148,Klinik,Klinik,Klinik
THE NIGHTINGALE PRACTICE,F84018,12355,51.558225769777,-0.0617915878489359,Accurx,,Accurx
LONDON FIELDS MEDICAL CENTRE,F84021,11039,51.5367522651932,-0.0614589986367356,eConsult,eConsult,eConsult
STRATFORD HEALTH CENTRE,F84022,8892,51.5452148140394,0.0048540982513205,Klinik,Klinik,Klinik
GOUGH WALK PRACTICE,F84025,11591,51.5108615217461,-0.0127202263311484,Accurx,Accurx,Accurx
RUSTON STREET CLINIC,F84030,3841,51.5363962083137,-0.0266221127488011,Accurx,Accurx,Accurx
THE JUBILEE STREET PRACTICE LTD,F84031,16331,51.5135999193194,-0.0505568421931215,eConsult,Accurx,Accurx
SOMERFORD GROVE PRACTICE,F84033,11346,51.5537971990788,-0.0726205910006041,Accurx,Accurx,Accurx
ST. STEPHENS HEALTH CENTRE,F84034,12905,51.5322147966321,-0.0309121534216779,Accurx,eConsult,eConsult
RICHMOND ROAD MEDICAL CENTRE,F84035,25387,51.5428788302344,-0.0670682010730192,eConsult,eConsult,eConsult
THE CEDAR PRACTICE,F84036,8905,51.5685307734901,-0.0937510506189522,Accurx,Accurx,Accurx
BEECHWOOD MEDICAL CENTRE,F84038,3415,51.5459672082238,-0.0700381546560501,eConsult,eConsult,eConsult
GOODMAN'S FIELD HEALTH CENTRE,F84039,37496,51.5133548181621,-0.068620920765412,Evergreen Health,Evergreen Health,Evergreen Health
HARLEY GROVE MEDICAL CTR.,F84044,8160,51.5275808438587,-0.0275367379997126,Accurx,Accurx,Accurx
CUSTOM HOUSE SURGERY,F84047,10789,51.5111037690366,0.0258959299203963,Klinik,Klinik,Klinik
BOLEYN MEDICAL CENTRE,F84050,12444,51.5313638661157,0.0456109414235893,Klinik,Patchs,Patchs
STROUTS PLACE MEDICAL CENTRE,F84051,9903,51.5294795342838,-0.0741524172673503,Klinik,Klinik,Klinik
ESSEX LODGE,F84052,17074,51.5272283378361,0.0274189874771952,Accurx,Accurx,Accurx
GREENGATE MEDICAL CENTRE,F84053,7233,51.5253580692522,0.0279269684840876,Accurx,Accurx,Accurx
THE LIMEHOUSE PRACTICE,F84054,12135,51.5112525801183,-0.028746526194433,eConsult,eConsult,eConsult
THE GROVE ROAD SURGERY,F84055,3818,51.5297184975608,-0.0388217237636664,Accurx,Accurx,Accurx
ATHENA MEDICAL CENTRE,F84060,4816,51.5552896984817,-0.0524401602263907,Accurx,Accurx,Accurx
THE CHRISP STREET HTH CTR,F84062,14298,51.5142108663422,-0.0143359570232774,Accurx,Accurx,Accurx
DALSTON PRACTICE,F84063,6299,51.5480714708614,-0.0667615816152419,eConsult,,eConsult
WELL STREET SURGERY,F84069,13698,51.5395155857276,-0.052771329518783,Accurx,Accurx,Accurx
LATHOM ROAD MEDICAL CENTRE,F84070,9810,51.537670655077,0.0521376450928682,Accurx,Accurx,Accurx
DE BEAUVOIR SURGERY,F84072,13481,51.5385952549195,-0.0786143861699439,Accurx,Accurx,Accurx
WORDSWORTH HEALTH CENTRE,F84074,10332,51.541374416705,0.0496363339056117,Accurx,,Accurx
NEWHAM VICARAGE PRACTICE,F84077,9767,51.5417877373187,0.0096355617295269,Klinik,Klinik,Klinik
THE WAPPING GROUP PRACTICE,F84079,10786,51.5061360419936,-0.0589545205129024,Accurx,Accurx,Accurx
FOUNTAYNE ROAD MEDICAL PRACTICE,F84080,9517,51.564956970518,-0.0644294358297797,Accurx,Accurx,Accurx
THE SPITALFIELDS PRACTICE,F84081,13416,51.5173547316586,-0.069604791180409,eConsult,eConsult,eConsult
BETHNAL GREEN HEALTH CTR.,F84083,9789,51.5269156114886,-0.064255566349299,Accurx,Accurx,Accurx
THE FOREST PRACTICE,F84086,6478,51.5512316557832,0.0247068971498714,Klinik,Klinik,Klinik
HARFORD HEALTH CENTRE,F84087,9547,51.5185726490781,-0.0384048956552236,Accurx,Accurx,Accurx
PLASHET ROAD MEDICAL CENTRE,F84088,7973,51.5374222783906,0.0323133509455571,Accurx,Accurx,Accurx
GLEN ROAD MEDICAL CENTRE,F84092,14200,51.5224492590961,0.0318051763831794,Accurx,,Accurx
TOLLGATE MEDICAL CENTRE,F84093,17975,51.515573492586,0.0563618145561002,eConsult,Patchs,Patchs
THE LAWSON PRACTICE,F84096,17235,51.53377725637,-0.0794617902436399,Accurx,Accurx,Accurx
CLAREMONT CLINIC,F84097,12405,51.5477131452061,0.0352383134415584,Accurx,Accurx,Accurx
THE LEA SURGERY,F84105,11328,51.5481666024045,-0.0426707421111866,Accurx,Accurx,Accurx
ABBEY ROAD MEDICAL PRACTICE,F84111,10461,51.5347837794606,0.005880871150361,Accurx,Accurx,Accurx
CITY SQUARE MEDICAL GROUP,F84114,11186,51.5136570797109,-0.0553488076115324,Accurx,eConsult,eConsult
THE STATHAM GROVE SURGERY,F84115,9182,51.5571009909777,-0.0893305074037965,Accurx,Accurx,Accurx
QUEENSBRIDGE GROUP PRACTICE,F84117,9756,51.5414677207966,-0.071483166010853,Klinik,Klinik,Klinik
WELLINGTON WAY HEALTH CENTRE,F84118,12519,51.5263930661622,-0.0248201224949761,Accurx,Accurx,Accurx
THE HERON PRACTICE,F84119,12832,51.5685307734901,-0.0937510506189522,Klinik,Klinik,Klinik
E12 HEALTH,F84121,15788,51.5478022140422,0.0538627933699458,Accurx,Accurx,Accurx
XX PLACE HEALTH CENTRE,F84122,17026,51.5244897008664,-0.042705992788153,Accurx,Accurx,Accurx
SUTTONS WHARF HEALTH CENTRE,F84123,18375,51.5291873933515,-0.0418413203945278,Accurx,Accurx,Accurx
THE PROJECT SURGERY,F84124,5160,51.5319839867102,0.0196858191255548,Accurx,,Accurx
ELSDALE STREET SURGERY,F84601,7409,51.5430280304315,-0.0491254397981161,Accurx,Accurx,Accurx
THE RIVERSIDE PRACTICE,F84619,5148,51.5647239208502,-0.0517662276046769,Accurx,Accurx,Accurx
THE WICK HEALTH CENTRE,F84620,8299,51.5474214123122,-0.0374510114703572,Accurx,Accurx,Accurx
SANDRINGHAM PRACTICE,F84621,4616,51.5480714708614,-0.0667615816152419,eConsult,eConsult,eConsult
THE GREENHOUSE WALK-IN,F84632,899,51.5391947375858,-0.0557861984886936,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
SHOREDITCH PARK SURGERY,F84635,9691,51.5335267821149,-0.0868285339059116,eConsult,,eConsult
THE SURGERY (BARRETTS GROVE),F84636,6461,51.5521257241814,-0.0787206635667419,Accurx,Accurx,Accurx
THE NEAMAN PRACTICE,F84640,9960,51.5189822352367,-0.0982197410060943,Accurx,Accurx,Accurx
BIRCHDALE ROAD MEDICAL CENTRE,F84641,3214,51.5475280670185,0.038129119986659,Accurx,Accurx,Accurx
LUCAS AVENUE PRACTICE,F84642,13985,51.5371669369881,0.0301968107038668,Evergreen Health,Evergreen Health,Evergreen Health
ROSERTON STREET SURGERY,F84647,16645,51.4980579143011,-0.0099666712757373,eConsult,eConsult,eConsult
DOCKLANDS MEDICAL CENTRE,F84656,10447,51.4911608194194,-0.0211430485364127,eConsult,eConsult,eConsult
SANGAM PRACTICE,F84658,9186,51.5540443721755,0.0558461692196172,Accurx; Engage GP,Accurx,Accurx
DR CM PATEL'S SURGERY,F84660,3189,51.5403398393975,0.0357168886338527,Accurx,Accurx,Accurx
THE RUIZ MEDICAL PRACTICE,F84666,5784,51.511927102907,0.0135958498699478,Klinik,Klinik,Klinik
THE CLAPTON SURGERY,F84668,5815,51.5647239208502,-0.0517662276046769,Accurx,,Accurx
CENTRAL PARK SURGERY,F84669,9536,51.5305872456217,0.0375309557973291,Accurx,Accurx,Accurx
WESTBURY ROAD MEDICAL PRACTICE,F84670,6591,51.5452510916189,0.0299363454162425,Accurx,Accurx,Accurx
FIRST 4 HEALTH GROUP - E7 HEALTH,F84672,8194,51.5512316557832,0.0247068971498714,Accurx,Accurx,Accurx
EAST END MEDICAL CENTRE,F84677,7295,51.5373669424326,0.0256344324116197,Accurx,Accurx,Accurx
BALAAM STREET PRACTICE,F84681,10197,51.5258058866468,0.0238670471085437,Evergreen Health,askmyGP,askmyGP
THE SURGERY (CRANWICH ROAD),F84686,9156,51.5735643272508,-0.0814967499015742,Accurx,Accurx,Accurx
THE HOXTON SURGERY,F84692,9421,51.5333521643167,-0.0877009647636852,eConsult,eConsult,eConsult
THE SURGERY (BROOKE ROAD),F84694,4810,51.5600568132066,-0.0710286585312276,Accurx,,Accurx
TREDEGAR PRACTICE,F84696,5781,51.5313129639241,-0.0318305647881449,Accurx,Accurx,Accurx
ABERFELDY PRACTICE,F84698,14342,51.5143901165451,-0.0052914326218632,Accurx,Accurx,Accurx
ISLAND HEALTH,F84710,13314,51.4953572910276,-0.0135130787564678,eConsult,eConsult,eConsult
THE ALLERTON ROAD SURGERY,F84716,5525,51.5646673992217,-0.09176915533491,eConsult,eConsult,eConsult
ROYAL DOCKS MEDICAL PRACTICE,F84717,12376,51.5097805197598,0.0626004449686386,Accurx,Accurx,Accurx
THE BLITHEHALE MED.CTR.,F84718,13784,51.5237747333357,-0.0651960400827308,Accurx,Accurx,Accurx
LATIMER HEALTH CENTRE,F84719,5681,51.5465897858214,-0.0495026886177683,Accurx,Accurx,Accurx
HEALY MEDICAL CENTRE,F84720,5171,51.5667400728335,-0.0599140153566118,Accurx,Accurx,Accurx
WOODGRANGE MEDICAL PRACTICE,F84724,17745,51.5485891236415,0.0251520846067693,Accurx,,Accurx
THE MANOR PARK PRACTICE,F84729,5088,51.5533971571999,0.055831410533147,Accurx,Accurx,Accurx
THE VICARAGE LANE SURGERY,F84730,9540,51.5417877373187,0.0096355617295269,Accurx,Accurx,Accurx
ST. KATHERINE'S DOCK PRACTICE,F84731,2463,51.5069735451372,-0.0682855565674934,eConsult,eConsult,eConsult
HEALTH E1,F84733,1094,51.5176707288821,-0.0713210577413309,Accurx,Accurx,Accurx
THE AZAD PRACTICE,F84735,8420,51.5313638661157,0.0456109414235893,Accurx,Accurx,Accurx
E12 MEDICAL CENTRE,F84739,5131,51.5408571184208,0.0504206726690957,Accurx,Accurx,Accurx
NEWHAM TRANSITIONAL PRACTICE,F84740,3940,51.5477847474653,0.0538331600364116,Accurx; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
PLASHET HARMONY PRACTICE,F84741,2269,51.5395875769231,0.0453596145938592,Accurx,Accurx,Accurx
THE BARKANTINE PRACTICE,F84747,26801,51.4986899042649,-0.0255426517561874,Accurx,Accurx,Accurx
CARPENTERS PRACTICE,F84749,24943,51.5373597946012,-0.0033211401141634,Evergreen Health,Evergreen Health,Evergreen Health
MEDICUS HEALTH PARTNERS,F85002,93964,51.6335880920374,-0.0530410859740289,Patchs,Patchs,Patchs
EAGLE HOUSE SURGERY,F85004,12204,51.6478980453453,-0.0461835037888463,Patchs,Patchs,Patchs
LAWRENCE HOUSE SURGERY,F85007,15861,51.5887313666485,-0.0785480702700278,Accurx,Accurx,Accurx
STAUNTON GROUP PRACTICE,F85008,11399,51.598986873757,-0.112047493869176,eConsult,eConsult,eConsult
KEATS SURGERY,F85010,4266,51.6284928386125,-0.0761604402255745,eConsult,eConsult,eConsult
TYNEMOUTH MEDICAL PRACTICE,F85013,9053,51.5862525792242,-0.0683314371832623,Patchs,Patchs,Patchs
HIGHGATE GROUP PRACTICE,F85014,16308,51.5778784024397,-0.152525179260226,Accurx,Accurx,Accurx
COCKFOSTERS MEDICAL CTRE,F85016,6924,51.6484453049506,-0.148775896348397,Patchs,Patchs,Patchs
CHARLTON HOUSE MEDICAL CENTRE,F85017,6484,51.59614599416,-0.0689801290769785,Accurx,Accurx,Accurx
MORRIS HOUSE GROUP PRACTICE,F85019,14587,51.5973720643847,-0.0806812998483952,Accurx,Accurx,Accurx
THE WOODBERRY PRACTICE,F85020,10161,51.6269409343647,-0.0990252917599089,Accurx,Accurx,Accurx
THE ORDNANCE UNITY CENTRE FOR HEALTH,F85023,12575,51.672072572859,-0.0393438294070352,Accurx,Accurx,Accurx
WHITE LODGE MEDICAL PRACTICE,F85025,14940,51.6584287151909,-0.0877317082610191,Accurx; Silicon Health FootFall,Accurx,Accurx
BRUCE GROVE PRIMARY HEALTH CARE CTR,F85028,6647,51.5921185735908,-0.0701470985018635,eConsult,eConsult,eConsult
ABERNETHY HOUSE SURGERY,F85029,11880,51.6543923916,-0.0811936073906125,eConsult,eConsult,eConsult
SOMERSET GARDENS FAMILY HEALTH CENTRE,F85030,12749,51.6053381614187,-0.0734712997145863,eConsult,eConsult,eConsult
WESTBURY MEDICAL CENTRE,F85031,12275,51.5980380267092,-0.0934028421349343,eConsult,eConsult,eConsult
SOUTHGATE,F85032,9474,51.6402824227724,-0.142648184632796,Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
WINCHMORE HILL PRACTICE,F85033,20582,51.6330928214848,-0.0941007041778305,eConsult,eConsult,eConsult
ARCADIAN GARDENS SURGERY,F85034,8921,51.6067268266736,-0.110773268030097,Patchs,Accurx,Accurx
HIGHLANDS PRACTICE,F85035,11531,51.6463369125073,-0.110688109508941,Patchs,Patchs,Patchs
RAINBOW PRACTICE,F85039,7137,51.6238339407086,-0.0602633267039373,eConsult; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
BOUNCES ROAD SURGERY LTD,F85044,6999,51.6335880920374,-0.0530410859740289,Patchs,Patchs,Patchs
HORNSEY PARK SURGERY,F85046,10515,51.5891545127036,-0.110145380478631,Accurx; eConsult,,Unknown
NIGHTINGALE HOUSE SURGERY,F85058,6029,51.6392560476847,-0.0472486954921463,Patchs,Patchs,Patchs
HAVERGAL SURGERY,F85060,5196,51.5892169612285,-0.102045699041709,eConsult,eConsult,eConsult
CHRISTCHURCH HALL SURGERY,F85061,2834,51.5779516320951,-0.125389087315169,Accurx,,Accurx
THE MUSWELL HILL PRACTICE,F85063,17729,51.5911849901012,-0.140999029417931,Accurx,Accurx,Accurx
HIGH ROAD SURGERY (STUART CRESCENT HC),F85064,7661,51.6000101865078,-0.110257865482073,eConsult,eConsult,eConsult
STUART CRESCENT MEDICAL PRACTICE,F85065,3224,51.6000101865078,-0.110257865482073,eConsult,eConsult,eConsult
BOUNDS GREEN GROUP PRACTICE,F85066,18658,51.6065561420938,-0.126492841552833,Accurx,Accurx,Accurx
THE 157 MEDICAL PRACTICE,F85067,4305,51.5699927478164,-0.114129201207023,Accurx,Accurx,Accurx
CROUCH HALL ROAD SURGERY,F85069,8958,51.5794590594836,-0.126308500571861,Accurx,Accurx,Accurx
FERNLEA SURGERY,F85071,12125,51.5789330100673,-0.0727263573758228,eConsult,eConsult,eConsult
GROVELANDS MEDICAL CENTRE,F85072,9263,51.6195689707399,-0.113071325346927,eConsult; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
TOTTENHAM HEALTH CENTRE,F85615,5795,51.6045632119404,-0.0684497244111328,Accurx,Accurx,Accurx
GROVE ROAD SURGERY,F85623,4667,51.5803718815428,-0.082061620355823,eConsult,eConsult,eConsult
BINCOTE SURGERY,F85625,6916,51.653876219111,-0.110360144839092,Accurx,Accurx,Accurx
"WELBOURNE GP SURGERY, WELBOURNE H C",F85628,10039,51.5948879112193,-0.0657560596195994,Accurx,,Accurx
EAST ENFIELD MEDICAL CENTRE,F85634,9516,51.6452233864123,-0.047570454465243,Accurx; Silicon Health FootFall,Accurx,Accurx
CHESHIRE ROAD SURGERY,F85640,6416,51.6066955586579,-0.113301860350148,Accurx; eConsult,Accurx,Accurx
THE NORTH LONDON HEALTH CENTRE,F85642,9046,51.618369932884,-0.111763195025498,Accurx,Accurx,Accurx
MORECAMBE SURGERY,F85650,5993,51.6171852598101,-0.0858112977585811,Accurx,Accurx,Accurx
LATYMER ROAD SURGERY,F85663,4701,51.6269815190976,-0.0668185960242381,eConsult,eConsult,eConsult
DR ME SILVER'S PRACTICE,F85666,3964,51.6160138063684,-0.0637312884108108,eConsult,eConsult,eConsult
WEST GREEN SURGERY,F85669,23711,51.5842843431636,-0.0997957862483626,Accurx,,Accurx
THE ALEXANDRA SURGERY,F85675,5524,51.5990859490867,-0.1373842546717,eConsult,eConsult,eConsult
BOUNDARY HOUSE SURGERY,F85676,5595,51.6335880920374,-0.0530410859740289,eConsult,eConsult,eConsult
THE TOWN SURGERY LTD,F85678,4157,51.6512330466228,-0.0859673756619324,eConsult,eConsult,eConsult
CHALFONT SURGERY,F85682,6136,51.6238339407086,-0.0602633267039373,Accurx,Accurx,Accurx
OAKWOOD MEDICAL CENTRE,F85687,8614,51.6465341353292,-0.134269370835807,Patchs,Patchs,Patchs
RUTLAND HOUSE SURGERY,F85688,10368,51.5952408755421,-0.144428485896508,Accurx,Accurx,Accurx
THE OLD SURGERY,F85697,1642,51.5833089083286,-0.0995333609504942,eConsult,eConsult,eConsult
ARNOS GROVE MEDICAL CENTR,F85700,7933,51.6153990327625,-0.130155960478773,Accurx,Accurx,Accurx
GILLAN HOUSE SURGERY,F85701,12363,51.621900276835,-0.105953605452381,Accurx,Accurx,Accurx
JS MEDICAL PRACTICE,F85705,13010,51.5891026378063,-0.0787056384920793,Accurx; eConsult,Accurx,Accurx
THE FIRS,F86001,12047,51.5802968219034,-0.0351273379546601,Klinik,Klinik,Klinik
HANDSWORTH MEDICAL PRACTICE,F86004,15438,51.6080844716366,0.0010226527131907,Accurx,Accurx,Accurx
THE PENRHYN SURGERY,F86005,7974,51.5971275945535,-0.023687384182625,Klinik,Klinik,Klinik
SEYMOUR MEDICAL CENTRE,F86006,6505,51.568477456521,-0.029576520371807,Klinik,Klinik,Klinik
THE FOREST EDGE PRACTICE,F86007,13669,51.608173223627,0.103074056821992,Accurx,Accurx,Accurx
GANTS HILL MED CTR & THE REDBRIDGE SURG,F86008,15440,51.5771573262133,0.0644517901319226,Klinik,Patchs,Patchs
THE PALMS MEDICAL CENTRE,F86009,7066,51.5774859070653,0.0885694368316751,eConsult,eConsult,eConsult
FULLWELL CROSS MED. CTR.,F86010,16589,51.5946211424809,0.0837823032009236,Klinik,Klinik,Klinik
THE MANOR PRACTICE,F86011,9293,51.571718839641,-0.0207346074285636,Klinik,Klinik,Klinik
RYDAL,F86012,9456,51.608432087944,0.0201020033263278,eConsult,,eConsult
THE BROADWAY SURGERY,F86013,5868,51.6085545158789,0.0333223667679232,eConsult,,eConsult
THE ECCLESBOURNE PRACTICE,F86018,9973,51.5807563057551,-0.0011018782549574,Accurx,Accurx,Accurx
GLEBELANDS PRACTICE,F86020,6571,51.5924571532604,0.0252554538277031,eConsult,,eConsult
ILFORD MEDICAL CENTRE,F86022,15476,51.5568221502589,0.0742927305670529,Accurx,HT1,HT1
THE EVERGREEN SURGERY,F86023,10504,51.5780413547471,0.0255951909605545,Klinik,Klinik,Klinik
OAK TREE MEDICAL CENTRE,F86025,18998,51.5607443946787,0.0964731587274218,Accurx,Accurx,Accurx
THE FOREST SURGERY,F86026,7305,51.5947257719816,-0.0050365930122922,Klinik,,Klinik
CHADWELL HEATH SURGERY,F86028,11150,51.5732329572433,0.125279571136709,eConsult,eConsult,eConsult
QUEENS ROAD MEDICAL CENTRE,F86030,8186,51.5795444381275,-0.0213904917297664,eConsult,Patchs,Patchs
WANSTEAD PLACE SURGERY,F86032,9008,51.5784431726485,0.0247182134234466,eConsult,,eConsult
"GREEN LANE, GOODMAYES MEDICAL PRACTICE",F86034,7509,51.5632856981301,0.113716503232107,Accurx,Accurx,Accurx
THE ALLUM MEDICAL CENTRE,F86036,14587,51.5703492870677,0.0027418077450706,eConsult,eConsult,eConsult
SMA MEDICAL PRACTICE,F86038,11197,51.5716970376168,-0.0088157403409228,eConsult,eConsult,eConsult
DR A ARIF,F86040,5356,51.5514157546307,0.115185630532854,eConsult,eConsult,eConsult
BALFOUR ROAD SURGERY,F86042,6026,51.5628712818983,0.0754769984984765,Accurx,Accurx,Accurx
CRAWLEY ROAD MEDICAL CENTRE,F86044,10633,51.5658673158224,-0.010787500666273,Accurx,Accurx,Accurx
HIGH ROAD SURGERY,F86045,1893,51.5539010844321,0.0048898276018752,eConsult,eConsult,eConsult
THE WILLOWS PRACTICE,F86057,8807,51.608173223627,0.103074056821992,Accurx,Accurx,Accurx
ST JAMES MEDICAL PRACTICE LIMITED,F86058,14839,51.5803801326863,-0.032049412376441,Klinik,Klinik,Klinik
NEWBURY GROUP PRACTICE,F86060,14494,51.5764311025246,0.085983991358319,Klinik,Klinik,Klinik
GROVE SURGERY,F86062,6169,51.5791700310356,-0.0114767587373888,Klinik,Klinik,Klinik
THE ELMHURST PRACTICE,F86064,4606,51.5974419857089,0.021736795579231,eConsult,eConsult,eConsult
SOUTHDENE SURGERY,F86066,7292,51.5937503422145,0.0256587659181266,eConsult,,eConsult
LEYTON HEALTHCARE 4TH FLOOR,F86074,13740,51.5598940662621,-0.0133132193064703,eConsult,eConsult,eConsult
THE RIDGEWAY SURGERY,F86078,6473,51.6276061495024,-0.011613347683005,eConsult,eConsult,eConsult
KENWOOD MEDICAL,F86081,7191,51.58109789481,0.0727930610441662,Accurx,,Accurx
ILFORD LANE SURGERY,F86082,6218,51.5458210653452,0.0772214756848526,Accurx,Accurx,Accurx
THE EASTERN AVENUE MEDICAL CENTRE,F86083,6177,51.581152609717,0.0735390434746029,eConsult,Patchs,Patchs
HAINAULT SURGERY,F86085,3549,51.6022454047093,0.0863985442752461,Klinik,,Klinik
DR DHITAL PRACTICE,F86086,5858,51.5877861081084,-0.0030741904838097,eConsult,,eConsult
GOODMAYES MEDICAL CENTRE,F86087,7336,51.5672227935937,0.10981554030617,eConsult,,eConsult
THE LYNDHURST SURGERY,F86088,5045,51.5721661067827,-0.0030805917629618,eConsult,eConsult,eConsult
ADDISON ROAD MEDICAL PRACTICE,F86607,19419,51.5828334746414,-0.0100899032776822,Klinik,Klinik,Klinik
THE FULLWELL AVENUE SURGERY,F86612,3126,51.5963848239184,0.0720376692523361,eConsult,eConsult,eConsult
THE OLD CHURCH SURGERY,F86616,9030,51.6200888467605,-0.0010495917617232,eConsult,eConsult,eConsult
DR MOHAMMED GREEN MAN MEDICAL CENTRE,F86621,6758,51.571804858602,0.0154183482806634,eConsult,eConsult,eConsult
THE HEATHCOTE PRIMARY CARE CENTRE,F86624,3395,51.5810972299318,0.0730597697292835,eConsult,,eConsult
LL MEDICAL CARE LTD,F86625,5639,51.555414522206,0.0021001033366904,Accurx,Accurx,Accurx
DR SHANTIR PRACTICE,F86626,8615,51.5896966698125,-0.0261753839706329,eConsult,Patchs,Patchs
CHURCHILL MEDICAL CENTRE,F86627,13801,51.6182259391517,-0.0184661093747716,Klinik,Klinik,Klinik
SEVEN KINGS PRACTICE,F86637,4901,51.563462831737,0.0968290580187191,eConsult,,eConsult
THE MICROFACULTY,F86638,4298,51.6117922448237,-0.0182263509502703,eConsult,,eConsult
THE SHRUBBERIES MEDICAL CENTRE,F86641,8556,51.5947456008046,0.0243530814728586,eConsult,eConsult,eConsult
WALTHAM FOREST COMM & FAM HTH SERV LTD,F86644,8247,51.5877861081084,-0.0030741904838097,eConsult,eConsult,eConsult
LIME TREE SURGERY,F86650,9361,51.5550046221586,0.0050393339202319,Klinik,Klinik,Klinik
THE DRIVE SURGERY,F86652,6898,51.5678112057374,0.0600024660322999,Klinik,Klinik,Klinik
YORK ROAD SURGERY,F86657,8100,51.5589864370861,0.0668170860790768,eConsult,Patchs,Patchs
QUEEN MARY PRACTICE,F86658,6477,51.5974419857089,0.021736795579231,Accurx,Accurx,Accurx
LARKSHALL MEDICAL CENTRE,F86664,8229,51.628094461552,0.0035646827922403,eConsult,eConsult,eConsult
HARROW ROAD GP CENTRE,F86666,15345,51.5595379449428,0.0128561642391365,eConsult,eConsult,eConsult
HIGHAM HILL MEDICAL CENTRE,F86679,7152,51.5953061593946,-0.0346384390567311,,Klinik,Klinik
