Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
THE BAILEY PRACTICE,F86689,4395,51.5828334746414,-0.0100899032776822,eConsult,eConsult,eConsult
CLAYHALL CLINIC,F86691,11300,51.5908633326209,0.0505351253841977,eConsult,eConsult,eConsult
MATHUKIA'S SURGERY,F86692,11372,51.549853175634,0.0752882807185505,eConsult,eConsult,eConsult
FRANCIS ROAD MEDICAL CENTRE,F86696,7857,51.562263493573,-0.0040338703432932,Klinik,Klinik,Klinik
CRANBROOK SURGERY,F86698,6088,51.5809640438415,0.0734722905029964,Accurx,,Accurx
KINGS HEAD MEDICAL PRACTICE,F86700,3738,51.6354191838643,-0.0109970628947901,eConsult,eConsult,eConsult
KIYANI MEDICAL PRACTICE,F86701,3825,51.555414522206,0.0021001033366904,Accurx,Accurx,Accurx
ST CLEMENT'S SURGERY,F86702,4660,51.5641092815484,0.0720849544248236,Accurx,Accurx,Accurx
LANGTHORNE SHARMA FAMILY PRACTICE,F86705,3384,51.555414522206,0.0021001033366904,Accurx,Accurx,Accurx
FENCE PIECE ROAD MEDICAL CENTRE,F86707,6731,51.6002239088433,0.0842698366464657,Accurx,Accurx,Accurx
CLAREMONT MEDICAL CENTRE,F86708,2871,51.5947090604982,-0.0333503546891678,eConsult,eConsult,eConsult
HAMPTON MEDICAL CENTRE,F86712,3270,51.5665024298317,-1.0069263976726e-05,eConsult,eConsult,eConsult
ALDERSBROOK MEDICAL CENTRE,F86731,5026,51.5611384643166,0.0373526030804303,eConsult,eConsult,eConsult
HOVE MEDICAL CENTRE,G81001,9082,50.8450211123917,-0.196341495578935,Accurx,Accurx,Accurx
GROVE ROAD SURGERY,G81002,5829,50.7671847521868,0.278332284542863,Accurx,Accurx,Accurx
THE LIGHTHOUSE MEDICAL PRACTICE,G81003,18165,50.7656324888601,0.28136265727914,Engage GP,Engage GP,Engage GP
DOWNLANDS MEDICAL CENTRE,G81004,10080,50.8227222233294,0.244018303057793,Accurx,Accurx,Accurx
ARDINGLY COURT SURGERY,G81006,6572,50.8212560071336,-0.132923462847721,Accurx,Accurx,Accurx
STONE CROSS SURGERY,G81008,14885,50.8168116961269,0.290782831026632,Engage GP,Patchs,Patchs
ST. PETER'S MEDICAL CENTRE,G81011,18413,50.8308115211649,-0.135130587627706,SystmConnect,SystmConnect,SystmConnect
BRIDGESIDE SURGERY,G81012,6847,50.862016951692,0.256322609841489,Accurx,Accurx,Accurx
CARDEN SURGERY,G81014,8614,50.8616966100804,-0.127930403806764,Accurx,Silicon Health FootFall,Silicon Health FootFall
QUAYSIDE MEDICAL PRACTICE,G81016,12070,50.7931123287028,0.0512082083368045,Accurx,,Accurx
SEASIDE MEDICAL CENTRE,G81017,11725,50.7737730131792,0.29506353627451,Engage GP,Engage GP,Engage GP
PRESTON PARK SURGERY,G81018,12586,50.8378736773486,-0.140345586215752,eConsult; Silicon Health FootFall,eConsult,eConsult
BEACON SURGERY,G81019,11719,51.0598365593621,0.159869705924457,Engage GP,Engage GP,Engage GP
FOUNDRY HEALTHCARE LEWES,G81021,28519,50.8734011272043,0.0118051885939919,Anima,Anima,Anima
SOVEREIGN PRACTICE,G81022,13769,50.7814983124948,0.302847192918283,Accurx,Accurx,Accurx
MARTINS OAK SURGERY,G81023,8431,50.9175249101233,0.483453019370821,Engage GP,,Engage GP
ASHDOWN FOREST HEALTH CENTRE,G81024,10839,51.0970354919141,0.0328659377550767,eConsult,eConsult,eConsult
PARK CRESCENT HEALTH CENTRE,G81028,11941,50.8321507132682,-0.130021617707684,SystmConnect,SystmConnect,SystmConnect
SEAFORD MEDICAL PRACTICE,G81029,18183,50.7726775607253,0.0992753323825723,Accurx,,Accurx
WADHURST MEDICAL GROUP,G81030,7512,51.0619537541278,0.340799715878843,SystmConnect,SystmConnect,SystmConnect
THE HILL SURGERY,G81031,19838,50.8647138040221,0.605002728661761,Accurx,Accurx,Accurx
VICTORIA MEDICAL CENTRE,G81032,27501,50.7774539923007,0.25546644648705,Accurx,Accurx,Accurx
CHARTER MEDICAL CENTRE,G81034,31543,50.8314198626189,-0.158140156868903,Accurx,Accurx,Accurx
WARMDENE SURGERY,G81036,9276,50.8616966100804,-0.127930403806764,eConsult,eConsult,eConsult
THE MEADS SURGERY,G81037,9838,50.9702416124386,0.0855644000513175,Anima,Anima,Anima
STANFORD MEDICAL CENTRE,G81038,17378,50.8383778084814,-0.148293422750673,Engage GP,Engage GP,Engage GP
LITTLE COMMON SURGERY,G81039,19653,50.8423062273148,0.433558605591629,Engage GP,Engage GP,Engage GP
WOODHILL SURGERY,G81040,4138,51.0193505357416,0.253956180537547,eConsult,,eConsult
SIDLEY MEDICAL PRACTICE,G81041,13463,50.8574823077429,0.46596580798681,Engage GP,Engage GP,Engage GP
BEACONSFIELD MEDICAL PRACTICE,G81042,13588,50.8383778084814,-0.148293422750673,SystmConnect,SystmConnect,SystmConnect
ROTHERFIELD SURGERY,G81043,7201,51.0495012925759,0.185091927521835,SystmConnect,SystmConnect,SystmConnect
MONTPELIER SURGERY,G81044,6719,50.8270556773953,-0.149465605957465,eConsult; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
PORTSLADE HEALTH CENTRE,G81046,11207,50.8336798435783,-0.213252408404722,Rapid Health,Rapid Health,Rapid Health
SEVEN DIALS MEDICAL CENTRE,G81047,6910,50.8295832175367,-0.147789423256639,Accurx,eConsult,eConsult
CARISBROOKE SURGERY,G81048,8599,50.8518094379437,0.532304586801375,Engage GP,,Engage GP
MANOR PARK MEDICAL CENTRE,G81049,6702,50.8191067842742,0.242609749083959,Accurx,Accurx,Accurx
ARLINGTON ROAD SURGERY,G81050,11961,50.7681892114284,0.277558507524295,Engage GP,Engage GP,Engage GP
RYE MEDICAL CENTRE,G81051,7305,50.9612548519497,0.730466469526144,Engage GP,Engage GP,Engage GP
FAIRFIELD SURGERY,G81052,4233,50.9964723857689,0.383425032069131,Engage GP,Engage GP,Engage GP
PAVILION SURGERY,G81054,10087,50.8219520789991,-0.13631926632642,eConsult,eConsult,eConsult
SAXONBURY HOUSE SURGERY,G81055,9482,51.0563023081899,0.161834049793313,eConsult,eConsult,eConsult
SEDLESCOMBE & WESTFIELD SURGERIES,G81057,6230,50.9343895419945,0.534880502901202,Engage GP,Engage GP,Engage GP
HAILSHAM MEDICAL GROUP,G81059,11033,50.8643529154489,0.26152145286379,Anima,Accurx,Accurx
CHAPEL STREET SURGERY,G81061,5107,50.7932758364939,0.0511160392311567,SystmConnect,SystmConnect,SystmConnect
WOODINGDEAN MEDICAL CENTRE,G81065,8734,50.8358757463092,-0.078105370681617,Rapid Health,Rapid Health,Rapid Health
TRINITY MEDICAL CENTRE,G81070,25293,50.831233031457,-0.171993276334906,Accurx,Accurx,Accurx
UNIVERSITY OF SUSSEX HEALTH CENTRE,G81071,16161,50.8694367033298,-0.088891296551505,eConsult; Silicon Health FootFall,eConsult,eConsult
MILE OAK MEDICAL CENTRE,G81073,8751,50.8509620612714,-0.2283899882863,eConsult,eConsult,eConsult
HIGH GLADES MEDICAL CENTRE,G81074,19151,50.8787482010879,0.550675189411692,Engage GP,Engage GP,Engage GP
THE AVENUE SURGERY,G81075,6526,50.8454799658269,-0.113877228817907,SystmConnect,SystmConnect,SystmConnect
SALTDEAN AND ROTTINGDEAN MED PRACTICE,G81076,12902,50.8019909717371,-0.0356282596405218,Accurx,Accurx,Accurx
COLLINGTON SURGERY,G81077,16735,50.8402603508426,0.462898432791897,Accurx; Engage GP,Accurx,Accurx
OLDWOOD SURGERY,G81082,6196,50.9853992769338,0.471241328040986,Engage GP,Engage GP,Engage GP
WISH PARK SURGERY,G81083,7559,50.8340056571362,-0.189466539115449,SystmConnect,SystmConnect,SystmConnect
FERRY ROAD HEALTH CENTRE,G81085,3916,50.9516421414375,0.72675096981999,Engage GP,,Engage GP
BIRD-IN-EYE SURGERY,G81086,7749,50.9659572676731,0.105616237354039,Accurx,,Accurx
NORTHIAM SURGERY,G81087,6850,50.9909001496668,0.605138116258266,Engage GP,Engage GP,Engage GP
WEALDEN RIDGE MEDICAL PARTNERSHIP,G81088,21797,50.9707735348717,0.247963119545581,Accurx,Accurx,Accurx
SOUTH SAXON HOUSE SURGERY,G81089,3454,50.8693468865776,0.527682242467686,Engage GP,,Engage GP
HASTINGS OLD TOWN SURGERY,G81095,25644,50.8563200471707,0.595357927080748,Engage GP,Engage GP,Engage GP
SEDLESCOMBE HOUSE,G81096,2839,50.8673526221229,0.554820896498913,Accurx,,Accurx
QUINTINS MEDICAL CENTRE,G81098,13803,50.8771942208846,0.26330911421885,Accurx,Accurx,Accurx
OLD SCHOOL SURGERY,G81099,9032,50.7720674023988,0.100694710186594,Accurx,,Accurx
HAVENSHEALTH,G81100,19225,50.7961021371163,-0.0008107775816813,SystmConnect,SystmConnect,SystmConnect
BUXTED MEDICAL CENTRE,G81102,15496,50.9894043564914,0.132094149130328,Accurx,Accurx,Accurx
PARK PRACTICE,G81104,13280,50.7947381520707,0.277576013516625,Accurx; Engage GP,Accurx,Accurx
SCHOOL HOUSE SURGERY,G81613,5274,50.8444116330957,-0.130199079391901,Accurx,,Accurx
GROOMBRIDGE AND HARTFIELD MEDICAL GROUP,G81614,5425,51.1132850843264,0.183396201323546,eConsult,eConsult,eConsult
HERSTMONCEUX INTEGRATIVE HEALTH CENTRE,G81634,5836,50.8875428070986,0.318386807424786,Accurx,Accurx,Accurx
WELLBN HEALTHCARE,G81638,24498,50.825294701558,-0.156961310490389,Accurx,Accurx,Accurx
PRIORY ROAD SURGERY,G81641,3905,50.86112834946,0.589099284861147,Engage GP,,Engage GP
THE HAVEN PRACTICE,G81646,2714,50.8427758435138,-0.142650653833003,eConsult,eConsult,eConsult
REGENCY SURGERY,G81656,5514,50.8219604924405,-0.136164740887676,eConsult,eConsult,eConsult
THE STATION PRACTICE,G81658,17888,50.8576168306657,0.578303880845239,Engage GP,Engage GP,Engage GP
LINKS ROAD SURGERY,G81663,4724,50.8371154416578,-0.207397596806421,SystmConnect,SystmConnect,SystmConnect
BROADWAY SURGERY,G81669,2258,50.8256699709817,-0.107447588747614,eConsult,eConsult,eConsult
ARCH HEALTHCARE,G81689,1396,50.8256899255147,-0.134298129289724,Accurx,Accurx,Accurx
SHIP STREET SURGERY,G81694,2872,50.8212949264123,-0.141799376891693,Accurx,Accurx,Accurx
ST JAMES' SURGERY,G82002,9789,51.1281483212721,1.31629569464764,Anima,Anima,Anima
DR CJ SHIMMINS & PARTNERS,G82006,15427,51.4407469736198,0.236914178306082,Anima,Patchs,Patchs
CHURCH LANE HEALTH CENTRE,G82007,6468,50.9841619727415,0.9414678048234,Anima,Anima,Anima
AMHERST MEDICAL PRACTICE,G82013,14859,51.2771943271236,0.186602776669436,Accurx,Accurx,Accurx
WOODLANDS FAMILY PRACTICE,G82014,20362,51.3784174726133,0.56664249179683,Anima,eConsult,eConsult
PENCESTER SURGERY,G82015,11761,51.1279417909604,1.31280158605933,eConsult,eConsult,eConsult
KINGSWOOD SURGERY,G82016,11302,51.1320286460734,0.276362876554857,Anima; Engage GP,Anima,Anima
SUN LANE,G82018,5358,51.0715333813727,1.08747036623621,eConsult,,eConsult
EDENBRIDGE MED PRACTICE,G82019,13486,51.2029971905985,0.0654953110908305,Accurx,Accurx,Accurx
THE GRANGE PRACTICE,G82020,12465,51.3396429297369,1.42800930775334,Anima,Anima,Anima
THE SHRUBBERY SURGERY,G82021,17196,51.4332750897821,0.350489478436867,Anima; eConsult,,Unknown
SPELDHURST & GREGGSWOOD MEDICAL GROUP,G82022,9621,51.1432126058443,0.286706719556199,Anima,Anima,Anima
SHEERNESS HEALTH CENTRE,G82023,6737,51.4363892132236,0.766073081812233,Anima,Anima,Anima
GREENSAND MEDICAL GROUP,G82024,25637,51.2298237562154,0.506693657375201,Anima,Anima,Anima
THE WELLS MEDICAL PRACTICE,G82025,19125,51.1378360029942,0.261191076529242,Anima,Anima,Anima
GROVEHURST SURGERY,G82026,8197,51.3624435691767,0.735142533909527,Anima,Anima,Anima
FAVERSHAM MEDICAL PRACTICE,G82027,14181,51.3145754874717,0.889042530529299,eConsult,eConsult,eConsult
SWANLEY MEDICAL PRACTICE,G82028,24777,51.3958726067133,0.173741612076904,eConsult,eConsult,eConsult
BOWER MOUNT MEDICAL PRACTICE,G82031,11001,51.2747341804185,0.509597428073338,Anima,Anima,Anima
PELHAM MEDICAL PRACTICE,G82032,15460,51.4396875626785,0.361952485658315,Rapid Health,,Rapid Health
THE CHESTNUTS SURGERY,G82035,9579,51.3384166099394,0.743805882575245,Anima,,Anima
BALMORAL SURGERY,G82036,11573,51.2138061596382,1.39879198077995,Anima,eConsult,eConsult
HILDENBOROUGH MEDICAL GROUP,G82037,16680,51.2142299486361,0.245605446978818,Anima,Anima,Anima
ST RICHARDS ROAD SURGERY,G82038,10375,51.2116802114838,1.37467233514338,eConsult,eConsult,eConsult
NEWTON PLACE SURGERY,G82039,18552,51.3132450678374,0.891973748122234,eConsult,eConsult,eConsult
GROSVENOR & ST JAMES MEDICAL CENTRE,G82041,14050,51.1370846083611,0.263774400310705,Anima,Anima,Anima
TONBRIDGE MEDICAL GROUP,G82042,18014,51.1931807332914,0.271472673580463,Anima,Anima,Anima
SPRINGHEAD HEALTH,G82044,21899,51.4357340540528,0.340972195299925,Anima,Anima,Anima
SUMMERHILL SURGERY,G82046,5930,51.3475504494257,1.4070396857379,Anima,Anima,Anima
HORSMAN'S PLACE SURGERY,G82048,9575,51.442468086537,0.214952106508652,Anima,Anima,Anima
SYDENHAM HOUSE MEDICAL CENTRE,G82050,24167,51.1481788687569,0.881673745048831,eConsult,eConsult,eConsult
CITY WAY SURGERY,G82051,13088,51.3721101260213,0.511189634689916,Anima,Anima,Anima
THE LIMES MEDICAL CENTRE,G82052,17009,51.3909774057744,1.38539454121739,Anima,Anima,Anima
WOODCHURCH SURGERY,G82053,5899,51.0727670854945,0.775712147399196,eConsult,eConsult,eConsult
WEALD VIEW MEDICAL PRACTICE - HAWKHURST,G82055,9869,51.0471212268047,0.510726403054472,eConsult,eConsult,eConsult
THE WELLCOME PRACTICE,G82056,10954,51.445863779975,0.207042815473767,Anima,Anima,Anima
ST GEORGES MEDICAL CENTRE,G82057,10906,51.4359382863437,0.761954689249765,eConsult,eConsult,eConsult
AYLESFORD MEDICAL CENTRE,G82058,7267,51.2951069057791,0.472737642273134,Anima; eConsult,eConsult,eConsult
WARDERS MEDICAL CENTRE,G82059,18568,51.1974098039666,0.279212448155487,Anima; Engage GP,Anima,Anima
NORTHGATE MEDICAL PRACTICE,G82060,20668,51.2843456911758,1.08668247244924,eConsult,eConsult,eConsult
PARROCK STREET SURGERY,G82062,2264,51.4412376958247,0.371141594339107,eConsult,eConsult,eConsult
SANDWICH MEDICAL PRACTICE,G82063,12912,51.274071373991,1.3373641252131,Anima,Anima,Anima
NORTHDOWN & DASHWOOD SURGERY,G82066,25271,51.3826711364005,1.40630020214291,Anima,Anima,Anima
OLD ROAD WEST SURGERY,G82067,9603,51.4336587055468,0.367196071213103,eConsult,eConsult,eConsult
WHITE HOUSE SURGERY,G82069,11763,51.08743556187,1.14605519033236,eConsult,Patchs,Patchs
WHITSTABLE MEDICAL PRACTICE,G82071,45186,51.341639486719,1.01319228702372,eConsult,eConsult,eConsult
MEOPHAM MEDICAL CENTRE,G82073,10313,51.3669410761339,0.357919178875016,Anima,Anima,Anima
BEARSTED,G82074,15990,51.2679885597592,0.572746733495705,Accurx,,Accurx
MOTE,G82076,17142,51.2468758388578,0.545624581666522,Accurx,Accurx,Accurx
THE ELMS MEDICAL CENTRE,G82077,12551,51.4201031818018,0.557733032950565,eConsult,eConsult,eConsult
WESTGATE SURGERY,G82079,9915,51.3830700698752,1.33748840734868,Accurx,Accurx,Accurx
ASHFORD MEDICAL PARTNERSHIP,G82080,38215,51.1367406928269,0.898839153018186,Klinik,Patchs,Patchs
STURRY SURGERY,G82082,16445,51.3035619038089,1.12742485223695,eConsult,eConsult,eConsult
THORNHILLS MEDICAL PRACTICE,G82083,14868,51.3001457105296,0.440915649756837,Anima,Anima,Anima
SNODLAND MEDICAL PRACTICE,G82085,12088,51.3266194175773,0.441933910640799,Anima,,Anima
THE NEW SURGERY,G82086,10239,51.089151873694,1.18185143499003,eConsult,,eConsult
NEW HAYESBANK SURGERY,G82087,17844,51.1576006162422,0.878749649454298,Anima; Silicon Health FootFall,Anima,Anima
BREWER STREET,G82089,9079,51.2767003862331,0.523140441445157,Anima,Anima,Anima
THE HERON MEDICAL PRACTICE,G82090,17912,51.3713278687185,1.12111536249537,Anima,Anima,Anima
GUILDHALL STREET SURGERY,G82091,10277,51.0822994122319,1.1773594709336,eConsult,eConsult,eConsult
WESTERHAM PRACTICE,G82092,8361,51.2664645967506,0.0704373215351695,Accurx,Accurx,Accurx
LEN VALLEY PRACTICE,G82093,10139,51.2373900492763,0.722844601348946,Accurx,Accurx,Accurx
CHARING SURGERY,G82094,11362,51.2095427549377,0.791206142069399,Anima,Anima,Anima
THORNDIKE PARTNERSHIP,G82095,12135,51.3808047305474,0.502879049045338,eConsult,eConsult,eConsult
JUBILEE MEDICAL CENTRE,G82097,15548,51.3972511155406,0.29942728941685,Anima,Anima,Anima
BLACKTHORN,G82098,8648,51.2676518898,0.485355800135703,Anima,Anima,Anima
THE COLLEGE PRACTICE,G82099,33576,51.2683991440151,0.522258501004596,eConsult,eConsult,eConsult
HIGHPARKS MEDICAL PRACTICE,G82100,15110,51.4342956760205,0.49611170599356,eConsult,,eConsult
BETHESDA MEDICAL CENTRE,G82105,18678,51.3918610366864,1.40640820655488,Anima,Anima,Anima
RIVERSIDE MEDICAL PRACTICE,G82106,7303,51.3489750346862,0.447687816678832,eConsult,eConsult,eConsult
MINSTER SURGERY,G82107,9443,51.3346619713904,1.31617723253382,Anima,eConsult,eConsult
KING GEORGE ROAD SURGERY,G82108,6849,51.3489110139376,0.518517950643695,Accurx,,Accurx
TOWN MEDICAL CENTRE,G82110,7175,51.270660138637,0.191587754759724,eConsult,eConsult,eConsult
THE CEDARS SURGERY,G82111,11248,51.2164256526836,1.40305705805309,Anima,,Anima
STONECROSS AND WEST DRIVE SURGERY,G82113,7917,51.3681141671767,0.544643625426744,Anima,Anima,Anima
IVY COURT SURGERY,G82114,15612,51.0680348457473,0.690219671304876,Accurx,,Accurx
NEW DOVER ROAD SURGERY,G82115,10577,51.2744988804331,1.08795795540762,eConsult,eConsult,eConsult
HIGH STREET SURGERY,G82117,9321,51.1299857583069,1.30577419457098,eConsult,eConsult,eConsult
WOODLANDS HEALTH CENTRE,G82118,14000,51.180769941557,0.384850145001756,Anima,Anima,Anima
PARK SURGERY,G82119,24842,51.3696317775793,1.12467864399994,Anima,Anima,Anima
BOROUGH GREEN MEDICAL PRACTICE,G82120,15384,51.2902236984674,0.303455871776808,Accurx,Accurx,Accurx
SANDGATE ROAD,G82121,12672,51.0765716977143,1.15900971450367,Anima; Engage GP,Anima,Anima
SWANSCOMBE HEALTH CENTRE,G82122,37623,51.4247045000371,0.286397050728068,Anima,GP Triage,GP Triage
OTFORD MEDICAL PRACTICE,G82125,11654,51.3142996832415,0.190964133411233,Anima,Accurx,Accurx
EAST CLIFF MEDICAL PRACTICE,G82126,15362,51.3396429297369,1.42800930775334,Anima,,Anima
THE GLEBE FAMILY PRACTICE,G82129,4758,51.3831641905699,0.544472519058128,eConsult,eConsult,eConsult
WEST MALLING GROUP PRACTICE,G82135,21236,51.2717070152364,0.402353932886009,Anima,Anima,Anima
ST ANDREWS MEDICAL CENTRE,G82137,9876,51.1562805305256,0.260686761785354,Anima,Anima,Anima
ASH SURGERY,G82138,4664,51.2795764321006,1.27916081449096,Anima,Anima,Anima
MAIDSTONE ROAD SURGERY,G82139,8799,51.3618184726358,0.517186214876009,Anima,Anima,Anima
UNIVERSITY MEDICAL CENTRE,G82140,13697,51.296198204934,1.06212716344405,eConsult,eConsult,eConsult
YALDING,G82141,7120,51.2224828927607,0.4300624413678,eConsult,eConsult,eConsult
WYE SURGERY,G82142,10827,51.1786402178707,0.937797551954121,eConsult,eConsult,eConsult
LOWFIELD MEDICAL CENTRE,G82143,7536,51.4420760488341,0.215710212416728,eConsult,eConsult,eConsult
OAK HALL,G82147,5946,50.9856846810358,0.940114856277404,Anima,Anima,Anima
NEWINGTON ROAD SURGERY,G82150,7003,51.3431420768192,1.39871256442346,Anima,Anima,Anima
RUSTHALL MEDICAL PRACTICE,G82152,6813,51.1360277994723,0.224750453257507,Anima,Anima,Anima
THAMES AVE SURGERY,G82154,6023,51.3634396993164,0.603057034438077,eConsult,eConsult,eConsult
WATERFIELD HOUSE SURGERY,G82155,6411,51.1486959458505,0.329216962930234,Anima,Anima,Anima
HOWELL SURGERY,G82158,5347,51.1505211794892,0.398633640845443,Accurx,Accurx,Accurx
OAKLANDS HEALTH CENTRE,G82160,12286,51.069799784906,1.08271361954329,eConsult,eConsult,eConsult
REACH HEALTHCARE,G82161,31074,51.338425853095,0.525009425950384,Anima,Anima,Anima
ORCHARD FAMILY PRACTICE,G82162,5466,51.363337228582,0.60946744633892,eConsult,eConsult,eConsult
THE VINE MEDICAL CENTRE,G82164,13230,51.270734411892,0.514378288438889,Anima,Anima,Anima
HAWKINGE AND ELHAM,G82165,10016,51.1520293684635,1.10957538609057,eConsult,,eConsult
LAMBERHURST,G82170,3832,51.0940084490105,0.387909351527615,,,Unknown
MAIDSTONE RD RAINHAM SURGERY,G82180,4697,51.362267214841,0.600623133018645,eConsult,eConsult,eConsult
WALTHAM ROAD MEDICAL CENTRE,G82184,1344,51.3734424645677,0.583082449412015,eConsult,eConsult,eConsult
REDWOOD PRACTICE,G82185,8875,51.445863779975,0.207042815473767,Anima,Anima,Anima
HAMSTREET SURGERY,G82186,7963,51.0643223885999,0.858763197069615,Accurx,Accurx,Accurx
WATERINGBURY,G82200,10867,51.2556332969085,0.4254998799709,Anima; Engage GP,Anima,Anima
COURT VIEW SURGERY,G82203,10560,51.3934094876893,0.484283335741221,Anima,Anima,Anima
ST JOHN'S MEDICAL PRACTICE,G82205,8397,51.2850094861613,0.195248787513472,eConsult,eConsult,eConsult
AYLESHAM MEDICAL PRACTICE,G82211,8838,51.2255672428107,1.20292799360316,eConsult,eConsult,eConsult
PILGRIMS WAY SURGERY,G82212,8879,51.4407469736198,0.236914178306082,Anima; eConsult,Anima,Anima
MARDEN MEDICAL CENTRE,G82215,7706,51.1741499992511,0.492269902895157,Anima,Anima,Anima
HARBOUR MEDICAL PRACTICE,G82217,3496,51.0825771105442,1.18136712503486,eConsult,eConsult,eConsult
RIVER DARENT MEDICAL GROUP,G82218,12380,51.3773193992974,0.228373994649517,Anima,,Anima
ST PETER'S SURGERY,G82219,4904,51.3629362896705,1.41893018455957,Anima; eConsult,eConsult,eConsult
OLD PARSONAGE SURGERY,G82224,3889,51.1123668957542,0.459367077835566,eConsult,eConsult,eConsult
WIGMORE MEDICAL CENTRE,G82226,5527,51.3522475261687,0.589490389082094,eConsult,eConsult,eConsult
LYDDEN SURGERY,G82227,6092,51.1633063064349,1.23948616039836,Accurx,Accurx,Accurx
CANTERBURY MEDICAL PRACTICE,G82228,24188,51.2468514507763,1.12950020456391,eConsult,eConsult,eConsult
SUTTON VALENCE GROUP PRACTICE,G82229,7364,51.2111928331785,0.594023922255846,Accurx,Accurx,Accurx
LONDON ROAD MEDICAL CENTRE,G82231,6919,51.3418144006189,0.726920371448237,Anima,Anima,Anima
MANOR CLINIC,G82232,9580,51.0798548793433,1.17304641853576,eConsult,eConsult,eConsult
ST. WERBURGH MED.PRACTICE,G82233,8830,51.4251726883744,0.563062003592045,Anima,Anima,Anima
PHOENIX MEDICAL PRACTICE,G82234,6161,51.3290829638066,0.481743227787649,Anima,Anima,Anima
OLD SCHOOL SURGERY,G82235,5671,51.0983146130488,0.536242306063734,Anima,Anima,Anima
EASTCOURT LANE SURGERY,G82600,2304,51.3718836503893,0.578549740471323,eConsult,eConsult,eConsult
THE MEDICAL CENTRE GROUP,G82604,15468,51.2525107786081,0.54482316959551,Anima,Anima,Anima
BRYANT STREET MEDICAL PRACTICE,G82631,7892,51.3788125751356,0.527699800361904,eConsult,eConsult,eConsult
THE MEADS MEDICAL PRACTICE,G82634,12077,51.3503774025794,0.717266165029464,Anima,Anima,Anima
PUMP LANE SURGERY,G82635,2177,51.367972934326,0.589635927187682,Accurx,Accurx,Accurx
WALLIS AVENUE,G82641,7432,51.2408524241098,0.552757736290265,eConsult; Engage GP,eConsult,eConsult
TEMPLE HILL SURGERY,G82647,23315,51.4530031141983,0.228963419771663,Anima,Anima,Anima
ROCHESTER ROAD SURGERY,G82648,3927,51.4350155234279,0.390560280104826,eConsult,eConsult,eConsult
